Id_Direccion;Dirección;referencia_direc
11044;Venezuela N2-37 Y sucre;A CIEN METROS DEL HOSTERIA SANVARA
11045;VÍCTOR GÓMEZJURADO 2-51 Y ABELARDO MORÁN;A MEDIA CUADRA DEL KFC
11046;VICTOR GOMEZ JURADO  251 ABELARDO MORAN;
11047;EUGENIO ESPEJO  SN AV 9 DE OCTUBRE Y QUITO;
11048;KM. 71 VIA JAMA - PEDERNALES S/N SECTOR BELLAVISTA;
11049;MICHELENA OE5-305 y CABO LUIS MINACHO;FRENTE HELADOS KIKOS
11050;CDLA. LA GARZOTA II, MZ. 152, SOLAR 5;
11051;10 DE AGOSTO S/N Y MARTIN ICAZA;A UNA CUADRA DE LA ESCUELA DE PESCA
11052;C.119 ENTRE AV.216 Y 217, B.ELOY ALFARO;
11053;Rodrigo de Chavez Oe1-91 y Francisco Gomez; Frente al antiguo edificio de la empresa electrica&nbsp  
11054;Gabriel Garcia Moreno N1-46 Y Carapungo; FRENTE CAPILLA MEDALLA MILAGROSA 
11055;31 S/N AV. FLAVIO REYES Y UMIÑA;
11056;AV. VICTOR HUGO Y AV. ATAHUALPA;
11057;Cesao Marin s/d 27 de Febrero;
11058;AVENIDA SIMON BOLIVAR 701 MATHEUS;
11059;AV REALES TAMARINDOS S/N DIAGONAL AL CENTRO COMERCIAL PLAZA VICTORIA;
11060;AV. MANABI Y ELOY ALFARO;
11061;FLAVIO REYES Y AV. 20 Y 21;
11062;ARGENTINA 4004 Y LA 17A;
11063;CDLA FLORIDA NORTE MZ 613 SL 14;A MEDIA CUADRA DEL MINISTERIO DEL AMBIENTE
11064;VIA MANTA-MONTECRISTI, CDLA. LAS PAMPAS;
11065;VENEZUELA 1144 Y GUARANDA;
11066;CDLA. LOS ESEROS DOS SOLAR 23 MZ 45-A;
11067;MADRID E12-164 y TOLEDO;
11068;AV. AMERICA ENTRE TENNIS CLUB Y REALES TAMARINDOS ;
11069;AV REALES TAMARINDOS Y 1 DE MAYO;
11070;MALECON DE TARQUI ENTRE AV. 104 Y 105;
11071;URB. LA GARZOTA, SOLAR #1-15, MZ.2  - EDIF. PLAZA GARZOTA, LOCAL #11;
11072;RECINTO FATIMA, KM. 73 1/2 CARRETERO PEDRO CARBO - MANABI;AL FRENTE PARQUE LA FLORESTA JOSE NAVARRO
11073;CALLE 102 Y AV.107 Y 108;
11074;PANAMERICANA Y VIA A SANTA MARTHA;ENTRADA DEL C C ESPIRAL
11075;AV. CARLOS ALBERTO ARAY VIA CHONE SECTOR LA GASOLINERA;
11076;alfonso perrier n22-162 Y AV. de los conquistadores;MALECON SAN PABLO CARRETERO PINCIPAL
11077;CDLA. ALBORADA QUINTA ETAPA MA. 5-CD SOLAR 2;
11078;AV. AMAZONAS N20-80 Y JORGE WASHINGTON;
11079;AVENIDA 18 Y CALLES 6 Y 7;
11080;MALECON S/N 1 DE JUNIO Y 10 DE AGOSTO;
11081;CAPITAN NEJERA 3026 Y VICTOR HUGO BRIONES;
11082;C.C. PLAZA DEL SOL LOCAL A30;
11083;ELOY ALFARO Y CALLE VELASCO IBARRA, BARRIO CENTRAL DIAGONAL A LA CNT;
11084;CIUDADELA LA AURORA;
11085;MEXICO 0469 Y BOLIVIA;
11086;CALLE B DIAGONAL AL HOSTAL LAS GAVIOTAS;
11087;THE HAPPENPNG PLA LOCAL 22;
11088;BARRIO CORDOVA, CALLE 19 Y AV. 14;
11089;CDLA. SAUCES I, SOLAR #1, MZ. F-17;
11090;FLAVIO REYES Y AV.22;
11091;FLAVIO REYES AV.21 Y 22;DIAGONAL A HOSTAL LAS BRISAS
11092;AV. FLAVIO REYES ENTRE CALLES 21 Y 22;
11093;AV.FLAVIO REYES Y C.12;
11094;AV. 4 DE NOVIEMBRE JUNTO A NANY'S ;
11095;PRINCIPAL TIGRILLO S/N CALLEJON 1;
11096;AV.24 Y CALLE 17;A DOS CUADRAS DEL HOSPITAL DEL IESS
11097;AV. 24 CALLE 17 ESQUINA BAJO DEL HOTEL ORO Y MAR;
11098;PLAYITA MIA; PASANDO EL PUENTE DEL SITIO MENDOZA 
11099;JAIME ROLDOS Y MANABI;
11100;;ESQUINA, A LADO DEL HOTEL WASHINGTON
11101;VIA A L GUAYAS EN LA GASOLINERA PETROLEOS Y SERVICIOS;
11102;PROLONGACION DE LA AV ELOY ALFARO S/N SITIO MENDOZA;
11103;MALECON - CANOA; DIAGONAL AL RESTAURANTE CAMINITO. 
11104;MALECON S/N CALLE 62;
11105;CALLE 110 Y AVDA MALECON DE TARQUI;
11106;TULCAN #3305 ENTRE COLOMBIA Y CAMILO DESTRUGE;
11107;CALLE U10 S/N AV. UNIVERSITARIA 2;
11108;SALVADOR ALLENDE ENTRE CORDOVA Y SUCRE;FRENTE AL CENTRO COMERCIAL AEROPUERTO
11109;AV. MANABI Y RAMOS IDUARTE;
11110;AVE. METROPOLITANA Y CALLE 9 DE JULIO;
11111;CALLE AV.CALDERON No.723 Y GUAYAQUIL;
11112;AV. DE LA PRENSA N51-52  Y AMAZONAS;FRENTE PARQUE VELASCO IBARRA
11113;CALLE 11 DE NOVIEMBRE ENTRE BARRIGA Y AMAZONAS;FRENTE AL COLEGIO MANUELA CAÑIZARES
11114;CDLA. LA FAE,  AV. LUIS PLAZA DAÑIN Y AV. COSME RENELLA, SOLAR # 10,  MZ. 6,  LOCAL #4;DIAGONAL A LA FEDERACION DEPORTIVA DE MANABI
11115;CALLE OLIVIA MEDRANDA BARRIO SAN AGUSTIN;
11116;ROCAFUERTE S/N MANUEL LORENZO;
11117;José Calama E8-39 y Av. 6 de Diciembre;
11118;NOVENA TRANSVERSAL S/N CALLE CHONE Y AV. OLIMPICA; DIAGONAL AL UPC 
11119;CALLE 105 AV.108 DIAG. A ESQ. DE ALES;
11120;VIA SANTA ANA KM 61/2 PARROQUIA COLON;PISO: PB. SECTOR: JUNTO A ESCUELA LA JOE
11121;AV.25 DE JUNIO LOCAL 2. TERMINAL TERRESTRE DE BABAHOYO;
11122;CALLE JARAMIJO SN AV COLISA;ATRAS DE LA MOLINERA
11123;LOS ESTEROS CALLE 121 Y AV. 103 Y 104; A UNA CUADRA DE LA UNIDAD EDUCATIVA LEONIE AVIAT 
11124;De la Prensa N54-10 y Gonzalo Gallo; FRENTE A LA CANCHA LOS TRES REYES 
11125;18 DE OCTUBRE ENTRE BOLIVAR Y CHILE;
11126;307 S/N AV. 112;
11127;CAlle 115 av 108 SN AV.108;
11128;CALLE 114 SN AV. 108 BARRIO LOS TRES REYES;
11129;CALLE QUITO Y AV. MANABÍ;
11130;AV. LOS CHASQUIS 09-28 Y LETAMENDI;
11131;CALLE CESAR BORJA LAVAYEN MZ. 19 SOLAR 2 ENTRE MILAGRO Y MANTA;
11132;PAULO EMILIO MACIAS Y PEDRO ZAMBRANO;
11133;GOMEZ RENDON 3925 Y 17AVA;
11134;AV. ESTUDIANTIL-HUMBERTO GONZALEZ-VIA TOSAGUA-CALCETA; Plaza HPB 
11135;CALLE COLON BARRIO LA PAZ; CLEMENTE MUÑOZ DOMINGUEZ Y MALEC&Ograve N 
11136;AV.15 Y C.14 ESQ.;
11137;PORTETE 5615 ENTRE 29 AVA. Y 30 AVA.;DETRÁS DEL MULTICENTRO
11138;Autopista Manabí Guillén s/n Reales Tamarindos;
11139;CLEMENTE MUÑOZ DOMINGUEZ S/N MALECÒN;
11140;Juan Pío Montufar N2-34 y Los Milagros;A DOS KILOMETROS DEL SITIO CAÑAVERAL
11141;LA NIÑA E8-71 Y YÁNEZ PINZÓN;
11142;SITIO EL PALMAR VIA A PORTOVIEJO JUNIN A LADO DE LA ESTACION DE SERVICIOS PS;
11143;BOLIVAR FRENTE AL LABORATORIO CLINICA MELVITA; barrio 30 de noviembre frente a la guardería 
11144;VIA COJIMIES S/N KM 20 1/2 ;CIUDAD MITAD DEL MUNDO
11145;PRADERA #2 MZ- ELT.21;A DOS CUADRAS GASOLINERA PETROECUADOR
11146;BARRIO LAS MERCEDES, CARRETERO CALCETA CANUTO KM. 1;A MEDIA CUADRA DE LA MITAD DEL MUNDO
11147;Av. Auca sn barrio 30 de noviembre;
11148;Av. Equinoccial SN  Y Manuel Córdova Galarza;
11149;AV. EQUINOCCIAL E2-12 y sheigua;
11150;AV. EQUINOCCIAL E1-156 y CONSEJO MUNICIPAL;
11151;AV.REALES TAMARINDOS Y VICTOR VELEZ;AL FRENTE DEL PARQUE DE LAS MADRES
11152;CALLE ISABELA Y ALSACIO NORTHIA;
11153;Malecon Tarqui parque de mariscos; Avenida Flavio Reyes entre calles 31 y 32, esquina. Diagonal a Farmacia Santa Martha. 
11154;KM. 1 1/2 VIA SANTA ANA;
11155;AV. LUIS ALBERTO GILER 1582 GRAN COLOMBIA;
11156;MALECON Y CALLE PORTOVIEJO; FRENTE AL RESTAURANTE CHIFA LAI DE LOS ESTEROS. 
11157;Avenida Flavio Reyes entre calles 31-32 NA Calle 32;
11158;SANTA MARIANITA BOCA DE PACOCHE SITIO LA TRAVESIA;
11159;CALLE 8 AV 9 ESQUINA ;
11160;CALLE 121 S/N AV. 104;
11161;AGUIRRE 1032 Y SEIS DE MARZO;
11162;AV. ESTUDIANTIL Y SALINAS ;DIAGONAL A HOSTAL IZUCAM
11163;AV. PRINCIPAL #518 ENTRE CUARTA Y QUINTA PASCUALESS;
11164;VELASCO IBARRA Y JUAN PEREIRA; SITIO DON JUAN, A 100 METROS DE HOSTERIA SAMVARA 
11165;SAUCES IX MZ.553 V.1;
11166;JUAN MONTALVO Y ELOY ALFARO;
11167;CIUDADELA UMIÑA 2 MZ-D VIA BARBASQUILLO; A lado del hostal Piedra del Mar 
11168;SITIO DON JUAN BELLAVISTA S/N A 100 METROS DE HOSTERIA SAMVARA;
11169;AV.2 Y CALLE 12 Y 13;
11170;VIA NOBOA, CALLE PRINCIPAL A 200 MTS DE LA UNESUM;
11171;GENERAL CORDOVA S/N CRISTO DEL CONSUELO;
11172;AV. LOS AMIGOS s/n  Y REALES TAMARINDO ;
11173;CDLA. 9 DE OCTUBRE, MZ. 53, SOLAR 1;
11174;AV. EL PERIODISTA INTERSECCION AV. MANABI Y 5 DE JUNIO;FRENTE A ELECTRONICA CRIPTON
11175;CDLA. MARTHA BUCARAM S/N MZ. 293;
11176;BAJOS DEL EDIFICIO TORRE DEL SOL LOCAL C-5; A LADO DE LA URBANIZACION GIRASOLES 
11177;AV. CHARLES DARWIN Y ESPAÑOLA; PLAZA COMERCIAL LA QUADRA, JUNTO AL RESTAURANTE LA CATRINA. 
11178;AV 10 DE AGOSTO N35-76 y SAN MARíA;
11179;MALECON, SECTOR LAS VEGAS; FRENTE A LA PLAZOLETA 24 DE MAYO 
11180;AVENIDA MANABI s/n AVENIDA 5 DE JUNIO;
11181;VIA BARBASQUILLO LOCAL 42,43,44 PLAZA COMERCIAL LA QUADRA; A UNA CUADRA DEL ALMACEN BOYACÁ 
11182;CEVICHELANDIA ELEODORA PEÑA VILLAO S/N ENTRE ENRIQUEZ GALLO Y LUZ GONZALES -RUBIO SERRANO;
11183;SUCRE S/N SALVADOR ALLENDE;
11184;PEDREGAL I;A LADO DEL BANCO DEL PACÍFICO
11185;AV. 30 S/N CALLE 24;FRENTE AL CUERPO DE BOMBEROS
11186;AV. FLAVIO REYES Y CALLE 30;
11187;MALECON DE MACHALILLA;
11188;av. GUAYAQUIL N5-31 y CHILE;
11189;;
11190;CDLA LA  GARZOTA UNO SOLAR 31B MZ 42;FRENTE A LA COOPERATIVA DE VIVIENDA
11191;LOTIZACION SANTA LUCIA 1 100 METROS DELA GASOLINERA TOSAGUA;
11192;AV. JAIME ROLDOS Y 9 DE OCTUBRE;
11193;AV. MANUEL ESTOMBA E/ SANTA ROSA Y VELA;
11194;Huigra S15-176 y Ajavi; A LADO DE LA FARMACIA SANTA MARTHA. 
11195;FLAVIO REYES Y CALLE 22;
11196;COOP. QUISQUIS, CALLE COSTANERA 1409 ENTRE SEGUNDA Y TERCERA ;FRENTE A CARNICERIA EL CORDOBE
11197;CIUDADELA LA AURORA VILLA 36;FRENTE A LA PLAZA DE TOROS
11198;CALLE PRINCIPAL AURORA 36 MZ D ;
11199;BARBIZOTTY E HILDA PADILLA; Diagonal al restaurant De Jimy    &nbsp  
11200;av. DE LOS SHYRIS EO-111 y TOMáS DE BERLANGA;
11201;Av. Amazonas N43-46 y Tomás de Berlanga;
11202;PASEO JOSE MARIA EGAS, CALLES 11 Y 12 AVDA. 3;
11203;LAS TUNAS S/N SECTOR 15 DE OCTUBRE;
11204;AV. OLIMPICA CDLA CALIFORNIA # 1;
11205;SAUCES 6, SOLAR 16, MZ. 259 F-32;
11206;ISMAEL PEREZ PAZMIÑO  717 Y AYACUCHO ; Malec&ograve n Julio Izurieta y&nbsp Gonzalez Suares 
11207;AV. AMERICA ENTRE GARCÍA MORENO Y 5 DE JUNIO;
11208;CALLE ESPAÑA Y SEGUNDA TRANSVERSAL;
11209;AV. REALES TAMARINDOS Y AV. AMERICA;FRENTE A LA PARADA DE LA ECOVIA JIPIJAPA
11210;Malecòn Julio Izurieta S/N Gonzalez Suares;
11211;VIA A CUYABENO Y MANATI;
11212;JOSE MASCOTE 3307 Y PORTETE;
11213;Av. 6 de Diciembre N62-46 y Thomas de Berlanga;
11214;Av. Mariscal Sucre N62-219 y JosÉ Figueroa;
11215;CALLE BOLIVAR Y MEJIA;
11216;AV.21 Y CALLE 20;
11217;AV. FLAVIO REYES Y CALLE 20;
11218;MALECON JULIO IZURIETA Y ALEJO LASCANO;
11219;MONTAÑITA AVENIDA TERCERA Y CALLE 10 AGOSTO ;FRENTE AL COMISARIATO FAMILIAR
11220;PLAZA DEL SOL;A UNA CUADRA DE LA CANCHA DE FUTBITO
11221;kMT. 5 1/2 VIA EL CARMEN;
11222;CALLE COLON Y SUCRE;A DOSCIENTOS METROS DE LA ESCUELA EL BUEN PASTOR
11223;; ATRAS DEL EDIFICIO DEL BANCO PICHINCHA 
11224;MELCHOR CEVALLOS S/N S/N;
11225;CDLA. MIRAFLORES MZ. 6  SOLAR # 14-A  AV. PRINCIPAL #116 Y CALLE SEGUNDA;
11226;AV. PAQUISHA S/N VIA ENGABAO;
11227;MARISCAL SUCRE S/N CRISTO DEL CONSUELO;DIAGONAL AL RESTAURANTE NYPD
11228;CALLES 123 Y AV.114 ESQUINA;
11229;AV. FLAVIO REYES Y CALLES 22 Y 23;
11230;PEDERNALES VIA COJIMIES;
11231;;
11232;ANILLO RURAL CHONE QUEVEDO A UN KILOMETRO DE LA ESCUELA FRANCISCO GUARDERAS PEREZ; A una cuadra de la iglesia de las Palmas&nbsp  
11233;LUQUE 1006 E/ 6 DE MARZO Y PEDRO MONCAYO;DIAGONAL LABORATORIO SANTA LUCIA
11234;MALECON JULIO IZURIETA Y GENERAL CORDOVA;
11235;AV. MANABI Y TIBURCIO MACIAS A LOS LADOS RESTAURANTE SPORT WINGS;
11236;Aldo Menghi SN Angel Barbizotti;
11237;AV. EL EJERCITO S/N 5TA TRANSVERSAL;
11238;AV FLAVIO REYES Y CALLE 34;
11239;CALLE 23 AV. ME PERPETUO SOCORRO;
11240;ALBORADA 14TA ETAPA, SOLAR 15, MZ. B;
11241;MIRAFLORES CALLE VENEZUELA Y 1 DE ENERO;FRENTE A CONAUTO
11242;AV. ANTONIO GIL ;
11243;XAVIER SANTOS ;DIAGONAL A BANECUADOR
11244;JAVIER SANTOS AL LADO DEL SHELMAR;
11245;VIA CHONE KM 4 MARGEN DERECHO S/N S/N;A UNA CUADRA DE LA PARADA DE METROVIA BOYACA
11246;AV. ABRAHAM CALAZACÓN, BAHÍA COLORADA; A 100 metros del Coliseo de la comunidad San Pedro 
11247;EL ORO SN TULCAN Y RIOBAMBA;
11248;AV. PLAZA ACOSTA Y 27 DE NOVIEMBRE;
11249;XIMENA 718 VICTOR MANUEL RENDON Y JUNIN;
11250;Vía al Auca Sn Vía principal;
11251;COOP. LAS PALMAS CALLE VENEZUELA LOTE 3 INTERSECCION GUATEMALA;
11252;AV. CHARLES DARWIN E ISLA MARCHENA;
11253;AV. CHARLES BINFORD E ISLAS PLAZAS;
11254;CDLA. 2 DE MAYO, MZ. F3, SOLAR 8, CALLE CUARTA Y 2 DE MAYO;
11255;MALECÓN AV. QUITO S/N;
11256;PLAYITA MIA LOCAL# 13;
11257;C.15 S/N AV.16;
11258;AUTOPISTA MANABI GUILLEM ENTRE REALES TAMARINDOS Y CALLE FERROVIARIA;
11259;COOP. DIGNIDAD POPULAR, MZ. 66, SOLAR 19-A, GUASMO OESTE;
11260;COOP. SIETE LAGOS, GUASMO CENTRAL, SOLAR #14 mZ. #1452;FRENTE AL CONSERVATORIO DE MÚSICA
11261;CALLE JORGE WSASHINTON Y AV. COMERCIO;
11262;CAÑAR # 923 Y SEIS DE MARZO;
11263;AV. MALECON A LADO DE LA CABAÑA SAN CARLOS;
11264;MUÑOZ VERNAZA 10-13 PADRE AGUIRRE;MEDIA CUADRA DEL PARQUE LA CONCEPCION
11265;CERRO VERDE, VÍA A LA GALAPAGUERA;FRENTE AL PRQUE LA CONCEPCIÓN
11266;CALLE GOMEZ RENDON #5326 Y CALLE 32AVA;A TRES CUADRAS DE LOS CEVICHES DE LA RUMIÑAHUI
11267;GOMEZ RENDON #4008 ENTRE LA 17AVA Y LA 18AVA;DIAGONAL AL RETEN NAVAL
11268;EDMUNDO CHIRIBOGA N48-15 y FRANCISCO OLIVA;
11269;Pedro TRAVERSARI OE3-36 Y AV. DE LA PRENSA; DIAGONAL A LA PISCINA DE PICOAZA SITIO EDEN DEL VALLE, LA Y DE LAS CANTERAS Y PICOAZA 
11270;OE3M N61-09 y NAZARETH;
11271;MALECON 294 ACACIAS;
11272;C.107 y 108 Y AV.MALECON DE TARQUI;
11273;AV EL EJERCITO S/N AUTOPISTA DEL VALLE;
11274;CALLE 5 DE JUNIO N° 12 Y FELIPE CAIDEDO;
11275;MANTA 2000 LOTE 12;
11276;C.C. MANICENTRO LOCAL #2;
11277;MALECÓN Y 24 DE JUNIO;
11278;MALECON LEONIDAS VEGA;
11279;AV. 5 DE JUNIO DIAGONAL AL CONCORDE; Sector Norte.    A 10 metros de la Casa de la Cultura Núcleo del Carchi.    A 150 metros del Parque Isidro Ayora. 
11280;CIUDADELA UNIVERSITARIA AV. U3 PEATONAL Y CALLE U8;
11281;LOS PINOS e6-262 y PÍo Jaramilllo;
11282;AV. METROPOLITANA KM 4;
11283;Panamá S/N Cotopaxi;
11284;PARQUE DEL MARISCO; Frente al Restaurante Marbella, o redondel del Paraiso. 
11285;KM. 1 VIA SANTA ANA; * Cerca del antiguo Banco de Pacifico del centro comercial Tarqui&nbsp  
11286;AV. PEDRO MENENDEZ G. Y RIVER, LOCAL 7, NUMERO F-T2;
11287;VICTOR MANUEL RENDON #904 Y RUMICHACA;
11288;Calle Umiña Via Aeropuerto Redondel del Paraiso;
11289;av 107 S/N calle 103;
11290;AV. 105 Y CALLE 103 Y 104;
11291;Malecon de tarqui Y CALLE 103;
11292;AV.108 Y C. 108 S/N;
11293;BARRIO MARIA AUXILIADORA;
11294;CALLE 14 AV. 6 Y 7;
11295;CDLA.MUNICIPAL 1 AUTOPISTA MANABI GUILLEM Y PEDRO ZAMBRANO;
11296;RUMICHACA 625 Y QUISQUIS;
11297;AV. EL PERIODISTA ENTRE 5 DE JUNIO Y AV MANABI;
11298;AV. MALECON Y BARRIO ANDRES VALLEJO;
11299;BARRIO SANTA MONICA AV 24 Y CALLE 16;
11300;BARRIO 11 DE DICIEMBRE AVENIDA 2 Y CALLE 18 JUNTO ANTIGUO TERMINAL DE CICA;
11301;AV. LUIS ALBERTO GILER;
11302;AV.27 DE NOVIEMBRE Y GARCIA MORENO;
11303;MALECON DE TARQUI PARQUE DE MARISCO;
11304;VIA BARBASQUILLO CDLA. UNIVERSITARIA # 7;
11305;CIUDADELA UNIVERSITARIA MZ-AE. U-2 CALLE U-8;
11306;GARCIA MORENO VIA AL CARMEN;
11307;AV. FLAVIO REYES Y CALLE 20;
11308;AV.22 Y C. 20;
11309;VIA PUERTO AEROPUERTO PLAYITA MIA;
11310;CDLA. LA ATARAZANA MZ. E2 VILLA 1 ;
11311;CALLE 9 DE JULIO Y ANIBAL SAN ANDRES;
11312;AV.24  Y C.15;
11313;AV. REALES TAMARINDOS PLAZA REAL;DIAGONAL A LA ESCUELA FELICISIMO LOPEZ
11314;CIUDADELA VILLAMARINA;DIAGONAL A LA QUINTA SAN JUAN
11315;CALLE 20 AV. FLAVIO REYES;
11316;PEDRO GUAL   Y ESPEJO;
11317;15 DE DICIEMBRE S/N VIA PRINCIPAL;
11318;AV. 5 DE JUNIO S/N S/N;
11319;CHILE Y PEDRO GUAL;DIAGONAL AL ESTADIO MAXIMINO PUERTAS.
11320;AV. CARLOS JULIO AROSEMENA, C.C. ALBAN BORJA, LOCAL 92;
11321;MALECON DE PTO. CAYO;
11322;VIA CIRCUNVALACION TRAMO 1; TIENDA PALERMO VIRA A LA DERECHA FRENTE A TALLER DE CARROS 
11323;JUAN PEREIRA S/N MANABI;
11324;URDENOR DOS MZ.233 SOLAR. 13;
11325;AV. ANTONIO GIL;
11326;LEONIDAS PLAZA GUTIÉRREZ S/N AZAEL SANTOS Y NOGALES;
11327;C.C PLAZA DEL SOL; Spondylus lodge<br /> Km.86 ruta del Spondylus&nbsp <br /> Ayampe 131950<br /> Detrás del UPC de Ayampe<br /> Primer ingreso a mano derecha 
11328;KM 21/2 VIA A MANTA;
11329;AV. FLAVIO REYES Y CALLE 26 Y 27;FRENTE A LA PLAZA CIVICA
11330;AV. EQUICOCCIAL 1052 Y PUCARÁ;
11331;Ayampe 1 2;
11332;SIMON PLATA TORRES Y FRANCISCO GLEIN;CENTRO COMERCIAL QUCENTRO SUR
11333;JAIME ROLDOS S/N DECIMA QUINTA; Diagonal al MIES 
11334;COOPERATIVA CARLOS JULIO Y AV. CARLOS JULIO ;
11335;MALECON Y ELOY ALFARO; FRENTE A PUENTE PEATONAL 
11336;AV MORáN VALVERDE 151 Y AVENIDA TENIENTE HUGO ORTíZ;
11337;Avenida Marcos Aray y Dueñas s/n Barrio Santa Martha;
11338;BARRIO ALTAMIRA C.10 DE AGOSTO;
11339;VIA POZA HONDA S/N GUARUMO ADENTRO;
11340;AV.MANABI S/N FRENTE AL HOSPITAL IESS;
11341;AV. METROPOLITANA ELOY ALFARO (EDS JENMER I) KM. 3 1/2 PORTOVIEJO-MANTA;
11342;JUAN MONTALVO N0-96 Y LEBERTAD;
11343;FLAVIO REYES Y AV.18;
11344;AV. FLAVIO REYES ENTRE CALLES 21 Y 22;
11345;VIA BAEZA-QUITO SECTOR GUAGRAYACU FRENTE A LA GASOLINERA TRANSINSER BAÑOS;
11346;CALLE ATANACIO SANTOS S/N Y REALES TAMARINDOS;
11347;7 1/2 SAN ANDRES VIA A QUITO ;
11348;VIA MANTA JARAMIJO - GASOLINERA PRIMAX AEROPUERTO;
11349;B. CRISTO REY AV. 113; FRENTE A LA PAÑALERA POTOTI 
11350;LA AURORA 1ETAPA MZ-H, LT.29;DIAGONAL A LA UNIVERSIDAD DE LAS AMÉRICAS
11351;CDLA. LAS ORQUIDEAS SOLAR #2 MZ. #61;
11352;EL LUBO SAN LORENZO;
11353;PRIMERA IMPRENTA 11-17 ELOY ALFARO;
11354;ISLA MARCHENA E13-21 Y AV. DE LOS GRANADOS;
11355;COOP. CONSEJO PROVINCIAL DEL GUAYAS, AV. FRANCISCO DE ORELLANA, MZ. 12, SOLAR 23;PLAZA FOCH
11356;CALLE 119 Y AV. 104 BARRIO EL PARAISO;PLAZA FOCH
11357;AVDA 24 Y CALLE 17;
11358;AV. JOSÉ MARÍA URBINA Y ATANACIO SANTOS;DETRAS DEL QUICENTRO
11359;FOCH E6-12 Y REINA VICTORIA;FRENTE A BUKER
11360;FOCH E6-12 Y REINA VICTORIA;
11361;"BY PASS QUITO-QUEVEDO .AV PRINCIPAL JUNTO A LA HOSTERÍA ""MI CUCHITO ";
11362;El Dia N37-31 y El Comercio;
11363;MARIANO AGUILERA E7-177 Y AV DIEGO DE ALMAGRO;
11364;C. LOBO DE MAR Y GENOVEVA;
11365;MANABI Y ELOY ALFARO Y JUAN PEREIRA;
11366;CDLA. GARZOTA, MZ. 141, SL. 8;
11367;CALLE CORDOVA ENTRE RICAURTE Y CHILE;
11368;CHILE Y RAMOS IDUARTE;
11369;AVENIDA ENRIQUEZ GALLOS BAJOS DEL HOSTAL MARVENTO IV;
11370;PLAZA DEL SOL PLANTA BAJA;
11371;AV. 24 CALLE 9;
11372;josé antepara  e3-01 y pedro fermín cevallos;
11373;LOS ARENALES FRENTE MALECON;
11374;LOS ALMENDROS Y AV. ELOY ALFARO;
11375;SN LUIS S/N PB 1 SIXTO DURAN BALLEN S/N DIAGONAL A LA IGLESIA;
11376;AV. QUITO N° 2, INTERSECCIÓN TERCERA TRANSVERSAL;
11377;KM 4 1/2 VIA A MANTA SECTOR LOMA DEL VIENTO;
11378;KM 6 S/N VÍA A SANTA ANA;
11379;CDLA. GARZOTA, MZ. #42, SOLAR #34;
11380;FLAVIO REYES Y AV. 19;
11381;CALLE V9 LOTE.06 Mz. AZ(CIUD. UNIVERSITARIA); ubicado atras de la única cancha sintética que hay en el cantón 
11382;CDLA. LA ALBORADA, AV. FELIPE PEZO Y BENJAMIN CARRION, SUPERMANZANA 105, C.C. CITY MALL, LOCAL 19;
11383;AV. ESTUDIANTIL S/N VIA TOSAGUA;C.C. PASAJE VACA 3ER PISO
11384;CALLE 19 BARRIO COORDOVA;
11385;Calle maría Elene Menéndez 000 vía de acceso al puerto pesquero;
11386;TENNIS CLUB ENTRE 5 DE JUNIO Y AVENIDA MANABI; A UNA CUADRA DEL CENTRO DE EVENTOS VICMAR. 
11387;ESPEJO N9-49 Y VENEZUELA;
11388;MALECON Y CALLE PORTOVIEJO; SE ENCUENTRA EN LA CALLE BOLIVAR ENTRE GUAYAS Y FRBRES CORDERO FRENTE A PARRILLADA EDWAR 
11389;AV. CESAR RUPERTI;
11390;CALLE 119 S/N AV. 105;-FRENTE A CNT ATRAS DE PLAZA  JAMA PARK
11391;AV. 17 DE JUNIO, CIUDADELA LUIS BUSTAMANTE;
11392;BOLIVAR S/N GUAYAS;
11393;CDLA. LA GARZOTA MZ 152 VILLA 8;
11394;AV. MANABI S/N 5 DE JUNIO; VIA A URCUQUI , A 100 METRO DE LA ESTACION DE GASOLINA DE URCUQUI GIRA A LA IZQUIERDA COJE VIA SAN BLAS TIBUYACU A 15 MINUTOS EN VEHICULO DESDE SAN BLAS. 
11395;AV 5 DE JUNIO Y AUTOPISTA MANABÍ GUILLEN;
11396;PANAMERICANA SUR S/N KM.23;
11397;AV. MACHALILLA Y  ABDON CALDERON;
11398;VIA TIMBUYACU s/N PRINCIPAL;
11399;C.120 AV.108;
11400;CALLE BOLIVAR S/N FRENTE AL PARQUE CENTRAL;
11401;José Rodríguez N65-212 y Lizardo Ruíz;DEBAJO DEL C.C. EL BOSQUE
11402;10 DE AGOSTO ENTRE ESCOBEDOY RICAURTE;
11403;SANTA MARIANITA, AV MALECON;
11404;SANTA MARIANITA;
11405;av. el parque s/n Y alonso de torres (CC EL BOSQUE);
11406;CALLE JORGE WASHINGTON Y KENNEDY CIUDADELA CALIFORNIA;
11407;CALLE 7 DE AGOSTO Y ATHUALPA;ENTRADA AL LIMONAR DIAGONAL A LA HOSTERIA SAN JOSE
11408;BARRIO SAN AGUSTIN CALLE OLIVA MIRANDA;
11409;CALLE 12 Y AV. 21 ESQUINA;
11410;CHILE ENTRE PEDRO GUAL Y 10 DE AGOSTO;
11411;CESAR MORAN PAREJA  LOTE  5/6 SOBRE LA LINEA FERReA;
